dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-348-1-0
the8x3_filename: 00440000
filename_extension: sbd
filename_label: sunfish-2021-348-1-0-sbd(00440000)
mission_name: regm20.mi
fileopen_time: Wed_Dec_15_16:07:00_2021
sensors_per_cycle: 28
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-348-1-0
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy 
in cc rad rad rad lat lon m volts in m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.483 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639601501.757 NaN NaN NaN 7.77995 NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0162 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.472984 1639601541.785 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0592947 1.68682 NaN NaN NaN NaN NaN NaN 310.298 NaN -0.0636865 NaN NaN NaN NaN 1.65981 NaN NaN NaN 1639601545.791 31.0298 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.144172 1.68684 NaN NaN NaN NaN NaN NaN 317.659 NaN 0.127373 NaN NaN NaN NaN 1.54636 NaN NaN NaN 1639601605.879 31.7659 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.192826 1.68687 NaN NaN NaN NaN NaN NaN 325.217 NaN 0.176585 NaN NaN NaN NaN 1.59698 NaN NaN NaN 1639601665.974 32.5217 NaN 0.0575959 NaN NaN NaN 
NaN NaN 0.186261 1.68689 NaN NaN NaN NaN NaN NaN 332.796 NaN 0.202639 NaN NaN NaN NaN 1.67901 NaN NaN NaN 1639601726.009 33.2796 NaN 0.0610865 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.5230920692 -4910.29782364741 NaN 1639601774.108 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0231461 1.68687 NaN NaN NaN NaN NaN NaN 340.441 NaN 0.0434226 NaN NaN NaN NaN 1.82911 NaN NaN NaN 1639601786.119 34.0441 NaN 0.0575959 NaN NaN NaN 
NaN NaN -0.0797496 1.68683 NaN NaN NaN NaN NaN NaN 348.13 NaN -0.0636865 NaN NaN NaN NaN 1.83783 NaN NaN NaN 1639601846.392 34.813 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0690335 1.68682 NaN NaN NaN NaN NaN NaN 355.753 NaN -0.0868453 NaN NaN NaN NaN 1.65457 NaN NaN NaN 1639601906.427 35.5753 NaN 0.0558505 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0014 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.467748 1639601942.504 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.105496 1.68684 NaN NaN NaN NaN NaN NaN 363.442 NaN 0.101319 NaN NaN NaN NaN 1.56905 NaN NaN NaN 1639601966.523 36.3442 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.195348 1.68688 NaN NaN NaN NaN NaN NaN 371.327 NaN 0.18527 NaN NaN NaN NaN 1.56556 NaN NaN NaN 1639602026.618 37.1327 NaN 0.0610865 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.53004700908 -4910.24296483408 NaN 1639602074.648 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0650795 1.68688 NaN NaN NaN NaN NaN NaN 379.19 NaN 0.18527 NaN NaN NaN NaN 1.78198 NaN NaN NaN 1639602086.659 37.919 NaN 0.0558505 NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.687 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639602102.672 NaN NaN NaN 7.76292 NaN NaN 
NaN NaN -0.0518613 1.68685 NaN NaN NaN NaN NaN NaN 386.945 NaN -0.0318433 NaN NaN NaN NaN 1.84307 NaN NaN NaN 1639602146.754 38.6945 NaN 0.0645772 NaN NaN NaN 
NaN NaN -0.0668177 1.68682 NaN NaN NaN NaN NaN NaN 395.026 NaN -0.0607917 NaN NaN NaN NaN 1.73835 NaN NaN NaN 1639602206.849 39.5026 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0668177 1.68682 NaN NaN NaN NaN NaN NaN 403.676 NaN -0.0607917 NaN NaN NaN NaN 1.60396 NaN NaN NaN 1639602270.889 40.3676 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.11534 1.68685 NaN NaN NaN NaN NaN NaN 411.561 NaN 0.101319 NaN NaN NaN NaN 1.59174 NaN NaN NaN 1639602330.98 41.1561 NaN 0.0593412 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0131 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.460767 1639602342.992 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.53671676466 -4910.18565768489 NaN 1639602375.071 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.12297 1.68687 NaN NaN NaN NaN NaN NaN 419.752 NaN 0.124478 NaN NaN NaN NaN 1.61094 NaN NaN NaN 1639602391.08 41.9752 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.12297 1.68688 NaN NaN NaN NaN NaN NaN 428.424 NaN 0.124478 NaN NaN NaN NaN 1.69995 NaN NaN NaN 1639602455.121 42.8424 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.12297 1.68688 NaN NaN NaN NaN NaN NaN 436.877 NaN 0.124478 NaN NaN NaN NaN 1.67901 NaN NaN NaN 1639602515.225 43.6877 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.12297 1.68688 NaN NaN NaN NaN NaN NaN 445.199 NaN 0.124478 NaN NaN NaN NaN 1.72439 NaN NaN NaN 1639602575.32 44.5199 NaN 0.0575959 NaN NaN NaN 
NaN NaN 0.12297 1.68687 NaN NaN NaN NaN NaN NaN 453.893 NaN 0.124478 NaN NaN NaN NaN 1.74358 NaN NaN NaN 1639602639.361 45.3893 NaN 0.0610865 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.54371259756 -4910.12581371583 NaN 1639602675.435 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0309659 1.68684 NaN NaN NaN NaN NaN NaN 462.215 NaN -0.0202639 NaN NaN NaN NaN 1.79071 NaN NaN NaN 1639602699.453 46.2215 NaN 0.0610865 NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.732 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639602703.458 NaN NaN NaN 7.75081 NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0143 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.460767 1639602743.539 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0472721 1.68682 NaN NaN NaN NaN NaN NaN 470.493 NaN -0.0463175 NaN NaN NaN NaN 1.7366 NaN NaN NaN 1639602759.548 47.0493 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0472721 1.68682 NaN NaN NaN NaN NaN NaN 479.471 NaN -0.0463175 NaN NaN NaN NaN 1.60745 NaN NaN NaN 1639602823.589 47.9471 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.13254 1.68685 NaN NaN NaN NaN NaN NaN 488.382 NaN 0.124478 NaN NaN NaN NaN 1.58825 NaN NaN NaN 1639602887.682 48.8382 NaN 0.0541052 NaN NaN NaN 
NaN NaN 0.147379 1.68687 NaN NaN NaN NaN NaN NaN 496.639 NaN 0.147637 NaN NaN NaN NaN 1.69122 NaN NaN NaN 1639602947.777 49.6639 NaN 0.0610865 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.55160764783 -4910.06539938239 NaN 1639602975.796 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.000319519 1.68685 NaN NaN NaN NaN NaN NaN 505.005 NaN 0.00868453 NaN NaN NaN NaN 1.80118 NaN NaN NaN 1639603007.872 50.5005 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0520712 1.68682 NaN NaN NaN NaN NaN NaN 513.458 NaN -0.0434226 NaN NaN NaN NaN 1.7558 NaN NaN NaN 1639603067.907 51.3458 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0520712 1.68682 NaN NaN NaN NaN NaN NaN 521.845 NaN -0.0434226 NaN NaN NaN NaN 1.61967 NaN NaN NaN 1639603128.196 52.1845 NaN 0.0610865 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0027 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.455531 1639603144.208 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.157141 1.68685 NaN NaN NaN NaN NaN NaN 530.517 NaN 0.133163 NaN NaN NaN NaN 1.5708 NaN NaN NaN 1639603188.29 53.0517 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.151089 1.68687 NaN NaN NaN NaN NaN NaN 539.079 NaN 0.156321 NaN NaN NaN NaN 1.72089 NaN NaN NaN 1639603248.325 53.9079 NaN 0.0628319 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.55900036791 -4910.00307482435 NaN 1639603276.605 NaN NaN NaN NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.891 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639603304.622 NaN NaN NaN 7.73869 NaN NaN 
NaN NaN -0.00849316 1.68684 NaN NaN NaN NaN NaN NaN 547.882 NaN 0.00578968 NaN NaN NaN NaN 1.78373 NaN NaN NaN 1639603308.627 54.7882 NaN 0.0628319 NaN NaN NaN 
NaN NaN -0.0245001 1.68682 NaN NaN NaN NaN NaN NaN 556.444 NaN -0.0202639 NaN NaN NaN NaN 1.65806 NaN NaN NaN 1639603368.715 55.6444 NaN 0.0558505 NaN NaN NaN 
NaN NaN 0.135535 1.68685 NaN NaN NaN NaN NaN NaN 564.919 NaN 0.127373 NaN NaN NaN NaN 1.55509 NaN NaN NaN 1639603428.75 56.4919 NaN 0.0645772 NaN NaN NaN 
NaN NaN 0.191093 1.68688 NaN NaN NaN NaN NaN NaN 573.285 NaN 0.193954 NaN NaN NaN NaN 1.60745 NaN NaN NaN 1639603488.844 57.3285 NaN 0.0593412 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0149 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.45204 1639603544.933 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0686509 1.68688 NaN NaN NaN NaN NaN NaN 581.716 NaN 0.193954 NaN NaN NaN NaN 1.79594 NaN NaN NaN 1639603548.935 58.1716 NaN 0.0593412 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.56684569749 -4909.9411249024 NaN 1639603576.952 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0693593 1.68684 NaN NaN NaN NaN NaN NaN 589.711 NaN -0.055002 NaN NaN NaN NaN 1.87623 NaN NaN NaN 1639603608.974 58.9711 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0709387 1.68681 NaN NaN NaN NaN NaN NaN 597.727 NaN -0.0810556 NaN NaN NaN NaN 1.74009 NaN NaN NaN 1639603669.069 59.7727 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0709387 1.6868 NaN NaN NaN NaN NaN NaN 605.416 NaN -0.0810556 NaN NaN NaN NaN 1.66679 NaN NaN NaN 1639603729.16 60.5416 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.115113 1.68682 NaN NaN NaN NaN NaN NaN 613.105 NaN 0.104214 NaN NaN NaN NaN 1.53764 NaN NaN NaN 1639603789.194 61.3105 NaN 0.0628319 NaN NaN NaN 
NaN NaN 0.123308 1.68685 NaN NaN NaN NaN NaN NaN 620.553 NaN 0.127373 NaN NaN NaN NaN 1.6633 NaN NaN NaN 1639603849.304 62.0553 NaN 0.0593412 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.57352671731 -4909.88440306969 NaN 1639603877.324 NaN NaN NaN NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.845 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639603905.397 NaN NaN NaN 7.72821 NaN NaN 
NaN NaN 0.123308 1.68685 NaN NaN NaN NaN NaN NaN 627.892 NaN 0.127373 NaN NaN NaN NaN 1.74184 NaN NaN NaN 1639603909.399 62.7892 NaN 0.0575959 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0137 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.44855 1639603945.42 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0430634 1.68682 NaN NaN NaN NaN NaN NaN 635.362 NaN -0.0202639 NaN NaN NaN NaN 1.80467 NaN NaN NaN 1639603969.438 63.5362 NaN 0.0628319 NaN NaN NaN 
NaN NaN -0.0666009 1.6868 NaN NaN NaN NaN NaN NaN 642.701 NaN -0.0723711 NaN NaN NaN NaN 1.75755 NaN NaN NaN 1639604029.534 64.2701 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0666009 1.68679 NaN NaN NaN NaN NaN NaN 650.041 NaN -0.0723711 NaN NaN NaN NaN 1.64759 NaN NaN NaN 1639604089.625 65.0041 NaN 0.0645772 NaN NaN NaN 
NaN NaN 0.121784 1.68682 NaN NaN NaN NaN NaN NaN 657.751 NaN 0.101319 NaN NaN NaN NaN 1.56207 NaN NaN NaN 1639604153.665 65.7751 NaN 0.0628319 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.57979519563 -4909.82996665035 NaN 1639604177.739 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.232364 1.68686 NaN NaN NaN NaN NaN NaN 664.828 NaN 0.234482 NaN NaN NaN NaN 1.54636 NaN NaN NaN 1639604213.762 66.4828 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.213203 1.68687 NaN NaN NaN NaN NaN NaN 671.862 NaN 0.234482 NaN NaN NaN NaN 1.71042 NaN NaN NaN 1639604273.911 67.1862 NaN 0.0575959 NaN NaN NaN 
NaN NaN 0.0520485 1.68685 NaN NaN NaN NaN NaN NaN 679.31 NaN 0.0521072 NaN NaN NaN NaN 1.81514 NaN NaN NaN 1639604337.952 67.931 NaN 0.0558505 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0009 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.446804 1639604345.959 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0215846 1.68682 NaN NaN NaN NaN NaN NaN 686.321 NaN -0.0173691 NaN NaN NaN NaN 1.80642 NaN NaN NaN 1639604398.051 68.6321 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0305153 1.6868 NaN NaN NaN NaN NaN NaN 693.268 NaN -0.0202639 NaN NaN NaN NaN 1.71042 NaN NaN NaN 1639604458.156 69.3268 NaN 0.0558505 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.5852585009 -4909.77782119035 NaN 1639604478.171 NaN NaN NaN NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.823 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639604506.191 NaN NaN NaN 7.72002 NaN NaN 
NaN NaN -0.0305153 1.68681 NaN NaN NaN NaN NaN NaN 700.039 NaN -0.0173691 NaN NaN NaN NaN 1.60396 NaN NaN NaN 1639604518.203 70.0039 NaN 0.0628319 NaN NaN NaN 
NaN NaN 0.140004 1.68683 NaN NaN NaN NaN NaN NaN 706.613 NaN 0.136057 NaN NaN NaN NaN 1.59872 NaN NaN NaN 1639604578.293 70.6613 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.150357 1.68685 NaN NaN NaN NaN NaN NaN 713.079 NaN 0.136057 NaN NaN NaN NaN 1.64235 NaN NaN NaN 1639604638.385 71.3079 NaN 0.0541052 NaN NaN NaN 
NaN NaN 0.150357 1.68685 NaN NaN NaN NaN NaN NaN 719.719 NaN 0.136057 NaN NaN NaN NaN 1.74533 NaN NaN NaN 1639604702.426 71.9719 NaN 0.0575959 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0017 0.22781 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.438078 1639604746.512 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0258727 1.68683 NaN NaN NaN NaN NaN NaN 725.922 NaN 0.0318433 NaN NaN NaN NaN 1.76453 NaN NaN NaN 1639604762.525 72.5922 NaN 0.0593412 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.59182870995 -4909.73031209071 NaN 1639604778.539 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.00735865 1.68681 NaN NaN NaN NaN NaN NaN 732.104 NaN -0.00868453 NaN NaN NaN NaN 1.79594 NaN NaN NaN 1639604822.621 73.2104 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0591723 1.68679 NaN NaN NaN NaN NaN NaN 738.569 NaN -0.0463175 NaN NaN NaN NaN 1.77151 NaN NaN NaN 1639604882.716 73.8569 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0591723 1.68678 NaN NaN NaN NaN NaN NaN 745.144 NaN -0.0463175 NaN NaN NaN NaN 1.69646 NaN NaN NaN 1639604942.75 74.5144 NaN 0.0645772 NaN NaN NaN 
NaN NaN 0.0669065 1.68679 NaN NaN NaN NaN NaN NaN 751.915 NaN -0.0463175 NaN NaN NaN NaN 1.59349 NaN NaN NaN 1639605002.842 75.1915 NaN 0.0575959 NaN NaN NaN 
NaN NaN 0.12599 1.68681 NaN NaN NaN NaN NaN NaN 758.665 NaN 0.110004 NaN NaN NaN NaN 1.60745 NaN NaN NaN 1639605062.951 75.8665 NaN 0.0610865 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.59768868375 -4909.68114781078 NaN 1639605078.959 NaN NaN NaN NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.913 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639605106.979 NaN NaN NaN 7.7102 NaN NaN 
NaN NaN 0.12599 1.68682 NaN NaN NaN NaN NaN NaN 765.502 NaN 0.112899 NaN NaN NaN NaN 1.6633 NaN NaN NaN 1639605122.993 76.5502 NaN 0.0575959 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0113 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.441568 1639605147.01 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.12599 1.68682 NaN NaN NaN NaN NaN NaN 772.448 NaN 0.110004 NaN NaN NaN NaN 1.74533 NaN NaN NaN 1639605183.292 77.2448 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0275219 1.6868 NaN NaN NaN NaN NaN NaN 779.503 NaN -0.0202639 NaN NaN NaN NaN 1.79943 NaN NaN NaN 1639605243.386 77.9503 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0876322 1.68677 NaN NaN NaN NaN NaN NaN 786.449 NaN -0.0926349 NaN NaN NaN NaN 1.77675 NaN NaN NaN 1639605303.421 78.6449 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0869688 1.68675 NaN NaN NaN NaN NaN NaN 793.373 NaN -0.0926349 NaN NaN NaN NaN 1.73137 NaN NaN NaN 1639605363.512 79.3373 NaN 0.0610865 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.60229756716 -4909.62830775001 NaN 1639605379.525 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0305437 1.68676 NaN NaN NaN NaN NaN NaN 800.363 NaN -0.0926349 NaN NaN NaN NaN 1.58127 NaN NaN NaN 1639605423.61 80.0363 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.124188 1.68679 NaN NaN NaN NaN NaN NaN 807.44 NaN 0.104214 NaN NaN NaN NaN 1.56731 NaN NaN NaN 1639605483.645 80.744 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.218952 1.68682 NaN NaN NaN NaN NaN NaN 814.407 NaN 0.211323 NaN NaN NaN NaN 1.53065 NaN NaN NaN 1639605543.736 81.4408 NaN 0.0593412 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0041 0.22781 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.439823 1639605547.743 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.2178 1.68685 NaN NaN NaN NaN NaN NaN 821.55 NaN 0.211323 NaN NaN NaN NaN 1.6825 NaN NaN NaN 1639605603.832 82.155 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.0558738 1.68683 NaN NaN NaN NaN NaN NaN 829.326 NaN 0.0578968 NaN NaN NaN NaN 1.8134 NaN NaN NaN 1639605666.994 82.9326 NaN 0.0558505 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.61096994389 -4909.57478856094 NaN 1639605683.007 NaN NaN NaN NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.936 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639605711.081 NaN NaN NaN 7.70135 NaN NaN 
NaN NaN -0.00549585 1.6868 NaN NaN NaN NaN NaN NaN 836.403 NaN -0.00868453 NaN NaN NaN NaN 1.79594 NaN NaN NaN 1639605727.093 83.6403 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0195241 1.68678 NaN NaN NaN NaN NaN NaN 843.458 NaN -0.00868453 NaN NaN NaN NaN 1.71042 NaN NaN NaN 1639605787.202 84.3458 NaN 0.0575959 NaN NaN NaN 
NaN NaN 0.11218 1.68679 NaN NaN NaN NaN NaN NaN 850.448 NaN 0.0926349 NaN NaN NaN NaN 1.54636 NaN NaN NaN 1639605847.237 85.0448 NaN 0.0593412 NaN NaN NaN 
NaN NaN 0.344431 1.68685 NaN NaN NaN NaN NaN NaN 857.394 NaN 0.360487 NaN NaN NaN NaN 1.494 NaN NaN NaN 1639605907.329 85.7394 NaN 0.0593412 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 15.0098 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.436332 1639605951.358 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.118724 1.68686 NaN NaN NaN NaN NaN NaN 864.253 NaN 0.144742 NaN NaN NaN NaN 1.8483 NaN NaN NaN 1639605967.427 86.4253 NaN 0.0575959 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.61814087383 -4909.52236825792 NaN 1639605983.437 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0422902 1.68681 NaN NaN NaN NaN NaN NaN 871.089 NaN -0.0231587 NaN NaN NaN NaN 1.8867 NaN NaN NaN 1639606027.466 87.1089 NaN 0.0575959 NaN NaN NaN 
NaN NaN -0.072937 1.68677 NaN NaN NaN NaN NaN NaN 877.686 NaN -0.0723711 NaN NaN NaN NaN 1.79071 NaN NaN NaN 1639606087.558 87.7686 NaN 0.0575959 NaN NaN NaN 
NaN NaN -0.0690857 1.68676 NaN NaN NaN NaN NaN NaN 884.457 NaN -0.0723711 NaN NaN NaN NaN 1.68075 NaN NaN NaN 1639606147.654 88.4457 NaN 0.0610865 NaN NaN NaN 
NaN NaN 0.120998 1.68678 NaN NaN NaN NaN NaN NaN 891.534 NaN 0.112899 NaN NaN NaN NaN 1.52018 NaN NaN NaN 1639606211.693 89.1534 NaN 0.0558505 NaN NaN NaN 
NaN NaN 0.199297 1.68682 NaN NaN NaN NaN NaN NaN 898.218 NaN 0.18527 NaN NaN NaN NaN 1.56905 NaN NaN NaN 1639606271.785 89.8218 NaN 0.0593412 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.62389445272 -4909.47134250922 NaN 1639606283.795 NaN NaN NaN NaN NaN NaN 
NaN -237.5 NaN NaN NaN NaN NaN NaN NaN NaN NaN -236.958 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639606311.816 NaN NaN NaN 7.69218 NaN NaN 
NaN NaN 0.190108 1.68683 NaN NaN NaN NaN NaN NaN 905.099 NaN 0.18527 NaN NaN NaN NaN 1.72264 NaN NaN NaN 1639606331.884 90.5099 NaN 0.0593412 NaN NaN NaN 
0.131565 NaN NaN NaN -0.4538 NaN NaN NaN 14.9981 0.226191 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.431096 1639606351.9 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.00313506 1.68681 NaN NaN NaN NaN NaN NaN 912.154 NaN 0.0173691 NaN NaN NaN NaN 1.82911 NaN NaN NaN 1639606391.927 91.2154 NaN 0.0610865 NaN NaN NaN 
NaN NaN -0.0480869 1.68677 NaN NaN NaN NaN NaN NaN 919.187 NaN -0.0578968 NaN NaN NaN NaN 1.76278 NaN NaN NaN 1639606452.033 91.9187 NaN 0.0593412 NaN NaN NaN 
NaN NaN -0.0480869 1.68677 NaN NaN NaN NaN NaN NaN 926.221 NaN -0.0578968 NaN NaN NaN NaN 1.64061 NaN NaN NaN 1639606512.126 92.6221 NaN 0.0575959 NaN NaN NaN 
NaN NaN 0.164014 1.68679 NaN NaN NaN NaN NaN NaN 933.429 NaN 0.147637 NaN NaN NaN NaN 1.49575 NaN NaN NaN 1639606576.167 93.3429 NaN 0.0541052 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4835.62982981055 -4909.41814752292 NaN 1639606584.226 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.234326 1.68683 NaN NaN NaN NaN NaN NaN 940.222 NaN 0.237377 NaN NaN NaN NaN 1.56731 NaN NaN NaN 1639606636.256 94.0222 NaN 0.0575959 NaN NaN NaN 
