dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-291-2-3
the8x3_filename: 00260003
filename_extension: sbd
filename_label: sunfish-2021-291-2-3-sbd(00260003)
mission_name: regm20.mi
fileopen_time: Tue_Oct_19_16:22:46_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-291-2-3
c_ballast_pumped c_battpos c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_ballast_pumped m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.472984 1634663492.874 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0154614 3.82511 NaN NaN NaN NaN NaN NaN NaN NaN NaN 71.9568 -0.0144742 NaN NaN NaN NaN 3.82227 NaN NaN NaN 1634663526.886 7.19568 NaN -0.00523599 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 63.1665 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634663586.897 6.31665 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0154614 3.82902 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0144742 NaN NaN NaN NaN 3.72977 NaN NaN NaN 1634663616.903 NaN NaN -0.00349066 8.70841 NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 54.3762 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634663646.909 5.43762 NaN NaN NaN NaN NaN NaN 
NaN 0.658965 0.0273644 3.8433 NaN NaN NaN NaN NaN 14.4211 0.674498 NaN NaN 45.6953 0.0231587 NaN NaN NaN NaN 3.71406 4725.63343445037 -5307.32308152283 NaN 1634663706.92 4.56953 NaN 0.00349066 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 36.9706 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634663766.931 3.69706 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0353272 3.86411 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN 33.2752 0.0231587 NaN NaN NaN NaN 3.65821 NaN NaN 0.256563 1634663796.938 3.32752 NaN 0.00523599 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 27.8086 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634663856.949 2.78086 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0420306 3.88887 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0492123 NaN NaN NaN NaN 3.69312 NaN NaN NaN 1634663886.955 NaN NaN 0.00523599 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 21.3143 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634663916.96 2.13143 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0326826 3.90632 NaN NaN NaN NaN NaN NaN NaN NaN NaN 14.1202 0.0492123 NaN NaN NaN NaN 3.82227 NaN NaN NaN 1634663976.972 1.41202 NaN 0.00349066 NaN NaN NaN 5 
NaN 0.500777 NaN NaN NaN NaN NaN NaN NaN 14.5946 0.530457 NaN NaN 10.1187 NaN NaN NaN NaN NaN NaN 4725.58421703192 -5307.3407009669 NaN 1634664010.977 1.01187 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 3.92114 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0376329 NaN NaN NaN NaN 4.05964 NaN NaN NaN 1634664038.998 NaN NaN 0.0139626 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.3518 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664043.005 0.53518 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.31822 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664075.079 0.331822 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN 0.4538 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN 0.403171 1634664099.092 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.96251 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664107.102 0.196251 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.103865 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664139.126 0.0103865 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN 1634664159.143 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN 4725.51 -5307.39 NaN NaN NaN NaN 1.79376 10.1325 NaN NaN NaN NaN 4726.002 -5306.8677 NaN NaN NaN NaN 1634664167.152 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664171.16 -0.0215983 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664183.168 NaN NaN NaN NaN 0.00227367 -0.00181423 NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664203.241 -0.0128496 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634664219.255 NaN NaN NaN 8.82139 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664236.411 -0.00628812 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664268.438 -0.00410095 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN 1634664280.451 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664300.561 -0.0128496 NaN NaN NaN NaN NaN NaN 
NaN 0.9 NaN NaN NaN NaN NaN NaN NaN 14.7084 0.923737 NaN NaN NaN NaN NaN NaN NaN NaN NaN 4725.59340009398 -5307.3226000301 NaN 1634664308.57 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00671818 -0.00894014 NaN NaN NaN NaN NaN NaN 1634664328.231 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00273397 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664332.241 0.000273397 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0115794 NaN NaN NaN NaN NaN NaN NaN NaN 1634664344.25 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0246057 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664364.264 0.00246057 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0246057 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664396.357 0.00246057 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0115794 NaN NaN NaN NaN NaN NaN NaN NaN 1634664406.141 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0246057 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664430.16 0.00246057 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0246057 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664462.185 0.00246057 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0115794 NaN NaN NaN NaN NaN NaN NaN NaN 1634664466.193 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0246057 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664494.011 0.00246057 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0246057 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664526.094 0.00246057 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0115794 NaN NaN NaN NaN NaN NaN NaN NaN 1634664530.103 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0464774 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634664558.121 0.00464774 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -0.0115794 NaN NaN NaN NaN NaN NaN NaN NaN 1634664590.793 -0.131358 NaN NaN NaN NaN NaN NaN 
