dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-291-2-1
the8x3_filename: 00260001
filename_extension: sbd
filename_label: sunfish-2021-291-2-1-sbd(00260001)
mission_name: regm20.mi
fileopen_time: Tue_Oct_19_14:55:59_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-291-2-1
c_ballast_pumped c_battpos c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_ballast_pumped m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN 17.0459 NaN NaN NaN NaN NaN NaN NaN NaN 0.340339 1634658233.007 1.70459 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.057664 0.566713 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10.069 -0.0781607 NaN NaN NaN NaN 0.809833 NaN NaN NaN 1634658293.019 1.0069 NaN 0.0331613 8.48833 NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 6.52585 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658325.108 0.652585 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 0.557485 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00868453 NaN NaN NaN NaN 0.637045 NaN NaN NaN 1634658353.129 NaN NaN 0.0226893 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.52948 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658357.136 0.352948 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2.15159 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658389.161 0.215159 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00868453 NaN NaN NaN NaN NaN NaN NaN NaN 1634658413.234 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0519443 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658421.243 0.00519443 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.322529 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658453.267 0.0322529 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658457.274 NaN NaN NaN NaN 0.00278989 -0.0302413 NaN 
NaN 0.9 0 NaN NaN NaN NaN NaN NaN 14.6943 0.922119 NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634658473.287 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0601326 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658485.3 0.00601326 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4725.76340009401 -5307.16060002986 NaN 1634658505.434 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.213197 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658518.507 0.0213197 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN 0.4538 NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN 0.499164 1634658534.521 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.235064 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658550.535 0.0235064 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.25693 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658582.558 0.025693 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00578968 NaN NaN NaN NaN NaN NaN NaN NaN 1634658594.57 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.344396 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658614.318 0.0344396 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.366262 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658646.394 0.0366262 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0173691 NaN NaN NaN NaN NaN NaN NaN NaN 1634658658.406 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.366262 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658678.423 0.0366262 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.366262 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658712.226 0.0366262 NaN NaN NaN NaN NaN NaN 
NaN NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.00289484 NaN NaN NaN NaN NaN NaN NaN NaN 1634658720.235 NaN NaN NaN NaN NaN NaN NaN 
